gvkey,fyear,NDA,NDA_sd
001075,2015,-0.049562041500853575,0.007951107703223608
001075,2016,-0.04715809992726357,0.008260675975396727
001076,2011,-0.10266187521624706,0.015219053315690978
001076,2012,0.010574823671971057,0.015409522836831946
001076,2013,-0.09617626340577497,0.013904806938911848
001076,2014,0.03501796641663724,0.019269731457592806
001076,2015,-0.06539750778372609,0.012760970878971632
001076,2016,-0.09114765056010284,0.012531832731331344
001078,1999,-0.05997232597351375,0.010693627692100575
001078,2000,-0.05856327878382386,0.0098976811310551
001078,2001,-0.06273763005766798,0.009910777923231216
001078,2002,-0.06009397991802313,0.007431349100317576
001078,2003,-0.04919810029665566,0.007985103041251504
001078,2004,-0.06737786863927023,0.008413284906298056
001078,2005,-0.051507049369853244,0.008295870207422269
001078,2006,-0.05658506556435455,0.007766274568651438
001078,2007,-0.04926574977995754,0.00795918907376026
001078,2008,-0.06283546360761723,0.008312498838649866
001078,2009,-0.05288668701389682,0.007618217303064108
001078,2010,-0.05463108139504243,0.008163959287834014
001078,2011,-0.04837503824926998,0.00773463583732464
001078,2012,-0.05178537373565216,0.007264852561365566
001078,2013,-0.033317214729962435,0.01598740506973222
001078,2014,-0.05050229675326674,0.009077649985295049
001078,2015,-0.04505554771390195,0.00865992227961216
001078,2016,-0.050779294579989157,0.008118019214145426
001081,1999,-0.061498696261463884,0.014906391986374985
001081,2000,-0.10824476714255295,0.019172776924653807
001081,2001,-0.059045746276207615,0.010939282513680234
001081,2002,-0.038830182076207365,0.014048491964303782
001081,2003,-0.045734458435678985,0.011452487799105907
001081,2004,-0.053070194694165115,0.011561433748348712
001081,2005,-0.06339741146258776,0.013704402079656244
001082,1999,-0.07418122016799708,0.012888388862445248
001082,2000,-0.04729703934306608,0.01048426170363736
001082,2001,-0.040456765507371005,0.01314727843459514
001082,2002,-0.041569979731120484,0.015669227049330187
001082,2003,-0.0381684219944658,0.012458779153373045
001082,2004,-0.06766131465611219,0.013450107865054394
001082,2005,-0.03339737854751514,0.011355526174318568
001082,2006,-0.03485021478625867,0.012300663750545284
001082,2007,-0.03637963445630273,0.010285990366921868
001082,2008,-0.0354735157900751,0.01383044897878806
001082,2009,-0.04522969639357201,0.015069871855924502
001094,1999,0.009409108048598288,0.011238724106060713
001094,2000,-0.030594697948393177,0.008605130007611221
001094,2001,0.004423799283084735,0.012641704390922017
001094,2002,-0.05006636746603825,0.015018602873470809
001094,2003,0.010720962064204581,0.01432660457181902
001094,2004,-0.04906496331567773,0.009287883945906749
001094,2005,0.03893241374997589,0.012573112500283798
001094,2006,-0.05742456897640102,0.012759464066220092
001094,2007,0.01384370439277304,0.009144352131247958
001094,2008,-0.028159729962495515,0.008026798310903275
001094,2009,-0.03276488913241532,0.009842553915172487
001094,2010,0.06176988139771346,0.014626291684730841
001094,2011,-0.03774918148209254,0.013339804551883955
001094,2012,-0.003932783693184879,0.00890490655076588
001094,2013,-0.018341356385473982,0.007736109669934783
001094,2014,-0.011060723031419835,0.00881684109257905
001094,2015,0.012867931289609126,0.009385336377660931
001094,2016,-0.018965258996422017,0.010432275697182403
001095,1999,0.0423781542519177,0.013694506844158249
001095,2000,0.20715326598094197,0.021280365987838997
001097,2001,-0.05175754926947665,0.013989238079644027
001097,2002,-0.07223420299293563,0.012567675556620462
001097,2003,-0.07227300923300581,0.013964847678674008
001099,1999,-0.10011423220727274,0.019187773321388962
001104,1999,-0.02576450911624358,0.01391942352844246
001104,2000,-0.009041767579271399,0.013455408021828636
001104,2001,-0.030599039200200514,0.00908481457004227
001104,2002,-0.053287563304045986,0.016176820075733827
001104,2003,0.008629199434077636,0.0103640977121644
001104,2004,-0.018062049656610953,0.015623751508051778
001104,2005,0.10418681926221314,0.017156704180892685
001104,2006,0.050447869388445483,0.0107050859795297
001104,2007,-0.013320274248225392,0.009330443532563817
001104,2008,0.013465046538123752,0.008774319169306845
001104,2009,-0.08286536903022625,0.016398630749582033
001104,2010,0.060242923063242436,0.013977645775116058
001104,2011,0.006775723303956102,0.009473399769455935
001104,2012,0.04019199695693825,0.01025272676449791
001104,2013,-0.03945132776862343,0.01011503794400083
001104,2014,0.018842881341599328,0.009182704096144766
001104,2015,0.00831740144344756,0.008595563287152264
001104,2016,-0.024157525908193044,0.009340339386434835
001111,1999,-0.22486074835633316,0.019670081620324097
001111,2000,-0.1413942698625531,0.015201631518997272
001111,2001,-0.17159376551551606,0.014333761462116654
001111,2002,-0.0646614701008837,0.012532925855589622
001111,2003,-0.022546535425540415,0.012626177781900907
001111,2004,-0.1263647569897879,0.01717802114125275
001111,2005,-0.024289731503624217,0.014259736168978184
001111,2006,-0.01742265532095412,0.015173064929601139
001117,1999,-0.05113612089989202,0.013054288019681922
001117,2000,-0.09073352689945659,0.013274303077000152
001117,2001,-0.031110400043275054,0.012369683521180482
001117,2002,-0.13634440511602947,0.01585613307914689
001117,2005,0.04091566812445757,0.015024470375490697
001117,2006,-0.042626151240699676,0.013674158513596773
001117,2007,0.017231837926456106,0.015370958015143725
001117,2008,0.013811291288171634,0.013613702176609028
001117,2009,-0.11427773093726787,0.014741184240124489
001117,2010,0.07256391595351847,0.01767031899803342
001117,2011,-0.06908946932830422,0.011809125362870048
001117,2012,-0.06552215350413017,0.01091886318082163
001117,2013,-0.013427357284647988,0.008834701178166541
001117,2014,-0.030108063336733118,0.007898116415701458
001117,2015,0.05209153986293319,0.011525838320553749
001117,2016,-0.08250244790436537,0.018379294314195816
001121,2006,-0.07441653852618046,0.022221289592904623
001121,2012,-0.06865419482178177,0.016544154191394614
001121,2014,-0.07974266862952233,0.021214841360305502
001154,1999,-0.14033765022961736,0.018748724977779414
001154,2000,0.059776297333750575,0.024885219369900607
001154,2001,-0.19947780783022506,0.021837001280746615
001161,1999,-0.10543636793071341,0.011267956070690715
001161,2000,-0.08261170736454888,0.01802483173693876
001161,2001,-0.07565826143848403,0.017494941579329924
001161,2002,-0.13797371032538605,0.012161268566376185
001161,2005,-0.09267104686466968,0.011135770552281963
001161,2006,-0.1004093969511044,0.010085281359303021
001161,2007,-0.11123428961027516,0.013266297442152741
001161,2008,-0.11813580194545655,0.01125549522173113
001161,2009,-0.11178806047149681,0.01613609656942228
001161,2010,-0.07859209749524419,0.012422663904927914
001161,2011,-0.06678342827211273,0.012042618621851704
001161,2012,-0.1057733656765701,0.013089033089023403
001161,2013,-0.09101545254324665,0.009853120154360578
001161,2014,-0.0860734908084635,0.009669330311479506
001161,2015,-0.1141516959019558,0.014084520896942789
001161,2016,-0.09635447533699193,0.013334919262901724
001166,1999,-0.1160648493836219,0.011395510556550673
001166,2000,-0.07319009816896127,0.01992316898066721
001166,2001,-0.05103293619515702,0.013884387109260661
001166,2002,-0.06829467142749675,0.009423163298966645
001166,2003,-0.10220627444204308,0.010153916701952675
001166,2004,-0.07733834703420822,0.009983263203267145
001166,2005,-0.0881474093685223,0.010980108391518275
001166,2006,-0.0988970568034136,0.010752554716960079
001166,2007,-0.06614668633396119,0.00992029366852085
001166,2008,-0.09865653751745637,0.013770304228623773
001166,2009,-0.09335689542143859,0.01260165983304247
001166,2010,-0.1208566458616965,0.015384982643219233
001166,2011,-0.0624560184469049,0.012968202264934899
001166,2012,-0.03383009716341474,0.010446129505013287
001166,2014,-0.03497982239840218,0.013000451714444248
001166,2015,-0.03802096794777725,0.01198072296798542
001166,2016,-0.01696720364736264,0.013725129664738456
001173,1999,0.0019220871533414915,0.01049398531748272
001173,2000,-0.05045852461719958,0.010080177402843324
001173,2001,0.01382056003578959,0.010063661525038084
001173,2002,-0.011537609436163639,0.011138813270217847
001173,2003,-0.021600525197171254,0.011881636964030254
001173,2004,0.023194147294931283,0.010423156001785379
001173,2005,-0.028410361433344265,0.011274002490643913
001173,2006,-0.04133523274254367,0.01310189713475988
001173,2007,0.052932834613489646,0.02331912109091501
001173,2008,-0.15546961685250768,0.021429838786555123
001173,2009,0.10320658654477174,0.021714822671052045
001173,2010,-0.05680261157884186,0.011575156612963322
001173,2011,-0.0503920848793142,0.008523952390623275
001183,2005,-0.14654355848683273,0.02343465668615858
001183,2006,-0.17555531340462863,0.022951798698235444
001186,1999,-0.07257775682684318,0.01564111213810205
001186,2000,-0.05616194820752796,0.012866609220918873
001186,2001,-0.04977835234022032,0.013419198547805555
001186,2002,-0.07070568584234248,0.009387462006489813
001186,2003,-0.06613021085060672,0.00859440569042042
001186,2004,-0.06120806409210605,0.007768872741796364
001186,2005,-0.060963555366374815,0.00784713263219025
001186,2006,-0.07491163195026972,0.012857168256005079
001186,2007,-0.05687054211322327,0.012316402442595317
001186,2008,-0.03918521564710177,0.011880750290540892
001186,2009,-0.040928130027310425,0.010045908981400117
001186,2010,-0.057324290515916324,0.011225451180021646
001186,2011,-0.08672167574008786,0.00987242273081026
001186,2012,-0.07619188363899344,0.00814013079659858
001186,2013,-0.0925914571705259,0.013163324480609941
001186,2014,-0.0895731132173298,0.013249380299799409
001186,2015,-0.08704331459508033,0.010796417319361599
001186,2016,-0.07619028776685183,0.008603660210856281
001209,1999,-0.061595606685371035,0.007954112919115033
001209,2000,-0.05943794242554775,0.006574262266972527
001209,2001,-0.0555224051753624,0.0068930861201558676
001209,2002,-0.06242171738370314,0.00750128670751277
001209,2003,-0.05326961507019628,0.007931863082024185
001209,2004,-0.05316926188283327,0.007287582905913636
001209,2005,-0.06363058847255901,0.006285637033207017
001209,2006,-0.05362932299389218,0.007094681405434969
001209,2007,-0.05610449654373063,0.007293653635777875
001209,2008,-0.05939985521631063,0.0062871334186166
001209,2009,-0.06298391454118261,0.010710961613776125
001209,2010,-0.056585683709749514,0.006626587830438435
001209,2011,-0.05562760476000463,0.006945401852059403
001209,2012,-0.059309313723202674,0.007221811880059335
001209,2013,-0.05067283389772483,0.0073094197410503966
001209,2014,-0.0655264869266152,0.006507158583873117
001209,2015,-0.06437752596494176,0.007274413615771547
001209,2016,-0.06085504689479901,0.008730873838236133
001210,1999,-0.021652724726304515,0.011294241536144018
001210,2000,0.03657947940034763,0.010837001704320786
001210,2001,-0.061912314546937054,0.008957439037199161
001210,2003,0.00452859332247858,0.012950752972094788
001210,2004,-0.02253786109205317,0.01218120850752147
001210,2005,0.03471449331781474,0.01054824282498061
001210,2006,-0.04528218932023849,0.016642227462971657
001210,2007,0.03992197464383989,0.009586395192681662
001210,2008,-0.09814565386922726,0.014240173228698496
001210,2009,-0.028268284835243837,0.015193221921405159
001210,2010,0.12574412255049086,0.017459029328325017
001210,2011,-0.051065873698376917,0.01138661684434195
001210,2012,-0.049742387834439496,0.00932521486442085
001210,2013,0.03174713100874884,0.012989305717725238
001210,2014,-0.10003551273105582,0.013407417038705351
001210,2015,0.025519567716450062,0.016155574084873534
001213,1999,-0.11514374584222248,0.014560001926820177
001213,2000,-0.17700426068009925,0.01708537604468391
001213,2001,-0.13895500790572657,0.016404780172918833
001228,2001,-0.010122945287116648,0.025883830194980265
001228,2005,-0.05031818348293186,0.022657788326811604
001230,1999,-0.08945609647461016,0.009454363995463004
001230,2000,-0.08674234275835217,0.008473286147611116
001230,2001,-0.10102431798312832,0.008744584511020228
001230,2002,-0.07899033875029347,0.010771506966746015
001230,2003,-0.10743656490381295,0.01073370160883904
001230,2004,-0.08662574406434209,0.009417862006004191
001230,2005,-0.0830193173902079,0.008926252427917539
001230,2006,-0.09413730590308722,0.009877956868439468
001230,2007,-0.0839983146369191,0.008053467057954166
001230,2008,-0.07786818416451209,0.011798283115173695
001230,2009,-0.08499990223706014,0.010263081802972104
001230,2010,-0.08864362438342226,0.007656696979662068
001230,2011,-0.08625914405395438,0.007127372716842236
001230,2012,-0.08276355163103698,0.007261470446575483
001230,2013,-0.0907249870725813,0.008209070797010528
001230,2014,-0.083741066571835,0.00953350816892715
001230,2015,-0.10517188492155062,0.013546241304258407
001230,2016,-0.07536136151213596,0.013873803729849917
001234,1999,-0.07562798370707259,0.013309282176985135
001234,2000,-0.06902462442216215,0.007894149923087089
001234,2001,-0.06342398919230435,0.007688552456963704
001234,2002,-0.06371782656719824,0.006669084895339383
001234,2003,-0.06972532566868328,0.008127393509075624
001234,2004,-0.0501315482953049,0.008992486142322264
001234,2005,-0.04568125047266117,0.009017552678093012
001234,2006,-0.05558917742328632,0.009136486434149884
001234,2007,-0.0736887387867708,0.010550066464628693
001234,2008,-0.04008531460895754,0.009095542674290046
001234,2009,-0.0714399208191449,0.009472782509815078
001234,2010,-0.05557930358492347,0.00824362374556608
001234,2011,-0.048505251581189644,0.00871091884315584
001234,2012,-0.053869292270853124,0.00866574711451053
001234,2013,-0.058062772777365886,0.008771646703620507
001234,2014,-0.040678566841861434,0.008855578289066792
001234,2015,-0.06561771275908589,0.009322837908868632
001234,2016,-0.050793428350001606,0.010337791322846245
001238,2000,-0.12348022486657931,0.02278619488092315
001239,1999,-0.031035941712020974,0.009279348295173148
001239,2000,-0.03377902623888608,0.010436252376076573
001239,2001,-0.03984663267286399,0.009020958852751533
001239,2002,-0.0496182432239329,0.009564153516579547
001239,2003,-0.030884098341191157,0.009869612654774887
001239,2004,-0.03575210306537607,0.009686732733957757
001239,2005,-0.02726159619469891,0.010121016729777497
001239,2006,-0.04037773487241144,0.009114656769667108
001239,2009,-0.05887768663826805,0.01689659587410033
001240,2000,-0.08381534187253155,0.012224847303078677
001240,2001,-0.08079515196281112,0.01104710050494491
001240,2002,-0.07744256674576634,0.0143357210142138
001240,2003,-0.06932376148589414,0.012195854546472066
001240,2004,-0.08737653120184014,0.017569232156271757
001243,1999,-0.07165898447994311,0.010832517511406584
001243,2000,-0.046757786991805224,0.014331171459445383
001243,2001,-0.05478321628272156,0.01133079722786124
001243,2002,-0.06912218270280429,0.009811890910987938
001243,2003,-0.0736767105894685,0.0117033265897239
001243,2004,-0.04033431217493875,0.017455854628811118
001243,2005,-0.06994646748330431,0.01499818978998604
001244,1999,-0.09916799328207841,0.018461593344203914
001244,2000,-0.15157433588100838,0.023053601226888425
001244,2001,-0.09615524857298324,0.017012383678647384
001246,1999,-0.046648064637891375,0.010655576666291114
001246,2000,-0.04032533081420736,0.010864536347052922
001246,2001,-0.044507506793144004,0.00923050596722866
001246,2002,-0.04961013044992741,0.010449369206435244
001246,2003,-0.03596549290709535,0.009490673604483073
001246,2004,0.02038864011977677,0.01877451333819133
001246,2005,-0.03694199177876089,0.014007552485987156
001246,2006,-0.025040389048654424,0.010449646592423471
001246,2007,-0.04030326411287908,0.010167524942701001
001254,1999,-0.054056816062294635,0.012320467429973178
001254,2000,-0.034611517519569215,0.007726299865398759
001254,2001,-0.04865715955146983,0.009504898114421583
001254,2002,-0.019240812950903505,0.011045247674492898
001254,2003,-0.0515335265488528,0.009161624037488495
001254,2004,-0.04774376266890628,0.008456081778902036
001254,2005,-0.06732598940898699,0.009222133846530697
001254,2006,-0.022361970405536176,0.009860310678640516
001254,2007,-0.043971146754985764,0.007482377957890746
001254,2008,-0.06363880155021527,0.008280211284194702
001254,2009,-0.03951091178480714,0.013591222899477232
001254,2010,-0.048964332113125314,0.009346370727057568
001254,2011,-0.04212164033613787,0.010506187513462505
001254,2012,-0.05088672638333998,0.012030535300632363
001254,2013,-0.08945204835511475,0.013533293629109109
001254,2014,-0.04876090342124677,0.010409159967464398
001254,2016,-0.03791490269956581,0.009653932396273815
001258,2003,-0.09991657629574922,0.019420941758172182
001258,2004,-0.10733660856846575,0.02088146901874454
001262,1999,-0.05993289765428366,0.011865598253960354
001262,2000,-0.06948487596283259,0.010534063115338414
001262,2001,-0.07412599653575243,0.008392967933691924
001262,2002,-0.0467092782851463,0.00882881164429179
001262,2003,-0.04809133950731053,0.009352965221462272
001262,2004,-0.055827870185859024,0.008825000908084232
001262,2005,-0.08630133806159718,0.01728522476576569
001262,2006,-0.07370747716722045,0.008813569244457213
001262,2007,-0.05098391796541795,0.008618669549663088
001262,2008,-0.0702488369709815,0.010171795409737472
001262,2009,-0.05500598807054689,0.012029562168097419
001262,2010,-0.067888560171631,0.0071462210712154774
001262,2011,-0.07859769403090909,0.008091143739852315
001262,2012,-0.049081203125344766,0.007959608793699167
001262,2013,-0.0688518945529616,0.008188430776580857
001262,2014,-0.05787695898932284,0.006972952426480913
001262,2015,-0.05612399695865716,0.00915879621810525
001262,2016,-0.09688903803565405,0.010899698907380155
001263,1999,-0.07504353590060464,0.01494153732809442
001263,2000,-0.06976330697714807,0.015343014376234013
001263,2003,-0.09534903708225147,0.016693272247554642
001263,2005,-0.022920378437018628,0.015578806752345551
001263,2006,-0.021589554588236293,0.014400147163172918
001263,2007,-0.05416334962129578,0.01495537774927596
001266,1999,-0.009915428358557053,0.009301886028310693
001266,2000,-0.005878201221530693,0.008767817580389043
001266,2001,-0.018735392227828333,0.0088069697605020255
001266,2002,-0.023377629465690844,0.008648354471879132
001266,2003,-0.021871058360367426,0.008102794679911967
001266,2004,-0.020173146774251027,0.008513915973667152
001266,2005,-0.012230114417500468,0.008524442355091692
001266,2006,0.0022791621256276202,0.010115735755325275
001266,2007,0.07343307968625096,0.02245560445993179
001266,2008,-0.08027271281264702,0.019891863534687346
001266,2009,-0.051262531174203374,0.011910850731575972
001266,2010,-0.027364124833421637,0.010889357855962928
001266,2011,-0.033876874017576386,0.01156388381653674
001266,2012,-0.030745345940583157,0.010870881486197997
001266,2013,-0.027982683059449558,0.012287728229916898
001266,2014,-0.06447947710042212,0.009374063430312947
001266,2016,-0.021217857296901177,0.007872953372245016
001279,1999,-0.044385122555289605,0.010357202814620409
001279,2000,-0.03023948996942603,0.01084930798960784
001279,2001,-0.0014472369004830104,0.021786064012011015
001279,2002,-0.08988499407371353,0.020218469145024908
001279,2003,-0.059112360634440406,0.013199404755067059
001279,2004,-0.05390956962725998,0.013146123916689593
001279,2005,-0.04917606441131198,0.011836837437333277
001279,2006,-0.05696315720783966,0.008607414706983884
001279,2007,-0.05278375881606866,0.010292371155081895
001279,2008,-0.043846935750288016,0.010996060468142657
001279,2009,-0.045622178123183914,0.010494713552454212
001281,1999,-0.05403858856085719,0.016004692265345476
001281,2000,-0.009666434982193802,0.018295334202008524
001281,2001,-0.05630113908842615,0.01436357569715348
001283,1999,-0.013164312004742518,0.014939820027076497
001283,2000,-0.023977610539966075,0.014372344414839332
001283,2001,-0.06896090392250649,0.015564395967335068
001283,2002,-0.07927293733943179,0.016135951470685125
001283,2003,-0.05798033004231174,0.014127913016977954
001300,1999,-0.039676196718606505,0.016465053718825753
001300,2000,-0.028668761625853495,0.008363588404335435
001300,2001,-0.04534719380068451,0.006780737120923256
001300,2002,-0.05933826860017493,0.008864553981437392
001300,2003,-0.049053292013167535,0.009587311992919213
001300,2004,-0.0417668676974509,0.00879201228729649
001300,2005,-0.04045027365991949,0.0068900539893015115
001300,2006,-0.04116131590300829,0.00716228529517618
001300,2007,-0.044508831266253886,0.006770440643365741
001300,2008,-0.0360737737246766,0.00733463384666653
001300,2009,-0.05322320488351436,0.01104414496234037
001300,2010,-0.039633316655866564,0.00671235474583907
001300,2011,-0.0287863179635383,0.008907983108736658
001300,2012,-0.04530013632925924,0.006692788504321154
001300,2013,-0.04246218622285913,0.0069647043313305875
001300,2014,-0.035603674695634746,0.007904270784896647
001300,2015,-0.03838099524617007,0.00986704150150501
001300,2016,-0.030945408229126083,0.010036020015129921
001308,2003,-0.02056129783536287,0.018805521656623057
001308,2004,-0.042624817917939775,0.013681579907899508
001308,2005,0.006145085612641889,0.019292177694333876
001308,2007,-0.059662783976906573,0.012516855187038899
001308,2008,-0.07438269781456908,0.01043869798520231
001308,2009,-0.08427389951012429,0.0148275828877675
001318,1999,-0.07170219950567165,0.010815246508441737
001318,2000,-0.060490314498129166,0.011432617943721407
001318,2001,-0.07833696411378986,0.010680790970411592
001318,2002,-0.08387377078722949,0.011736856237337613
001318,2003,-0.08336444026513608,0.010180365175344794
001318,2004,-0.06427498604865625,0.011322130499418312
001318,2005,-0.09095305669830901,0.011141425007791318
001324,1999,-0.025722240627695653,0.01668599550933413
001324,2000,-0.04454688364546855,0.015621941703698277
001327,1999,-0.10468488344933201,0.015565377632490348
001327,2000,-0.07552032084096334,0.012211962860707914
001327,2003,-0.04358914088813553,0.014750004092914203
001327,2004,-0.06698021445430412,0.01712199069630367
001327,2005,-0.0446295964623494,0.011969447849558978
001327,2006,-0.04715152483402783,0.012019103532544229
001327,2007,-0.06241559735036567,0.010212763162403549
001327,2008,-0.06620577948035707,0.008547174245270208
001327,2009,-0.06910384121093494,0.009410643030244118
001327,2010,-0.051630790260048874,0.009499988477437585
001327,2011,-0.07160408794977605,0.009000293054502237
001327,2012,-0.04695570154610573,0.01097355661052086
001327,2013,-0.07698763986512186,0.00972954833961313
001327,2014,-0.08359409707465677,0.011422559892428207
001327,2015,-0.07130052179011093,0.01117858857854219
001327,2016,-0.06810292892174619,0.011445740488839881
001331,2001,-0.06082929178254808,0.017020514421632486
001331,2009,0.0641103664541554,0.027215213090096065
001334,1999,-0.21646294176263078,0.02590139194998684
001356,1999,-0.049034490012157754,0.009579151712001613
001356,2000,-0.04646881538312653,0.015473760695161001
001356,2001,-0.04506428153802143,0.008910948298471394
001356,2002,-0.04963080140904173,0.009303423562948226
001356,2003,-0.053151876968762245,0.006598391605141442
001356,2004,-0.04231889804760626,0.007280719586975518
001356,2005,-0.03584788119131737,0.00805487897241241
001356,2006,-0.04371390815847406,0.0075989978570530185
001356,2007,-0.04981204836689052,0.00704661856675005
001356,2008,-0.04141278632330655,0.00991218791338882
001356,2009,-0.07242454327110306,0.012593540611612957
001356,2010,-0.05630296314291557,0.010100497731808402
001356,2011,-0.04683836665212498,0.010913009751488097
001356,2012,-0.05315428405091505,0.009886388531023277
001356,2013,-0.06080783279392125,0.011809485292022207
001356,2014,-0.05422293719670919,0.011636217989433833
001359,1999,-0.05928992496691201,0.020238131935791603
001360,2001,-0.13397281778228087,0.014669628381243601
001360,2002,-0.20902574955845607,0.020952699791936036
001360,2003,-0.13176657397469965,0.020539708689941906
001360,2004,-0.15605206268346064,0.02294818046332471
001372,1999,-0.09345494650441273,0.011349046961665317
001372,2000,-0.06421736016523767,0.01231586636992338
001372,2001,-0.08746981694907323,0.016524517188559226
